1.0659,-1.3119,0.17753,31.858,-0.10574,0
0.91158,-1.5149,0.20949,31.403,-0.12805,0
1.529,-2.0659,0.23641,31.403,-0.13921,0
1.9303,-2.4718,0.2465,31.631,-0.09458,0
1.529,-2.5298,0.23641,31.631,-0.027631,0
1.0042,-2.3559,0.24986,31.403,0.039318,0
0.60286,-2.4718,0.26669,31.403,0.095109,0
0.4485,-2.6168,0.23977,31.176,0.16206,0
0.60286,-2.4138,0.19435,31.858,0.24016,0
0.54112,-2.1239,0.15734,31.403,0.32943,0
0.60286,-2.0369,0.11023,31.176,0.40754,0
1.1277,-1.8049,0.069859,31.403,0.46333,0
1.529,-1.1669,0.049672,30.721,0.4968,0
1.5908,-0.32595,0.02612,30.948,0.4968,0
1.3438,0.16703,0.00088524,31.403,0.53028,0
0.94245,0.22502,-0.041172,31.176,0.55259,0
0.32501,0.25402,-0.06136,31.176,0.57491,0
-0.26155,0.25402,-0.066407,31.176,0.54144,0
-0.75549,0.080031,-0.0765,31.631,0.55259,0
-0.9716,0.051033,-0.088276,31.403,0.59723,0
-0.69375,0.689,-0.13202,31.403,0.59723,0
-0.35416,1.414,-0.17912,31.631,0.65302,0
-0.26155,1.472,-0.19931,31.403,0.71997,0
-0.41591,1.7619,-0.20435,31.176,0.74228,0
-0.57026,2.5739,-0.23632,31.858,0.7646,0
-0.57026,2.8059,-0.32884,31.631,0.77576,0
-0.1998,2.4289,-0.42474,31.176,0.75344,0
0.60286,2.2259,-0.5038,31.631,0.67533,0
1.4364,2.5159,-0.52399,31.403,0.50796,0
2.1773,2.8929,-0.49707,31.631,0.37406,0
2.8874,2.6609,-0.48025,31.403,0.26248,0
3.1961,2.3709,-0.4752,31.176,0.11742,0
2.023,2.4869,-0.43146,31.858,-0.0053149,0
0.47937,2.2259,-0.33557,31.176,-0.12805,0
0.047169,1.269,-0.20099,31.858,-0.25079,0
1.2203,0.45701,-0.084912,31.858,-0.29543,0
2.2391,0.45701,-0.022667,31.631,-0.34006,0
2.6095,0.48601,0.058083,31.858,-0.38469,0
3.1961,0.13803,0.1422,30.948,-0.41817,0
3.5974,0.080031,0.18089,31.403,-0.47396,0
3.5974,0.051033,0.22631,31.403,-0.45164,0
3.5974,-0.52894,0.30033,31.403,-0.45164,0
4.2766,-0.99292,0.32893,31.858,-0.44048,0
4.8014,-1.2829,0.34912,31.858,-0.42933,0
4.647,-1.8919,0.38108,32.086,-0.37353,0
3.937,-2.0659,0.39959,31.403,-0.29543,0
2.8874,-1.7179,0.36931,31.403,-0.195,0
2.3934,-1.8339,0.30875,31.631,-0.15037,0
2.2391,-2.0079,0.26501,31.631,-0.10574,0
2.5169,-1.9789,0.23472,31.858,-0.09458,0
2.5478,-2.0369,0.22295,31.858,-0.1169,0
1.9303,-1.8049,0.19098,31.631,-0.1169,0
1.4055,-1.3409,0.1422,32.086,-0.09458,0
1.2203,-0.84792,0.086682,31.403,-0.027631,0
0.94245,-0.58694,0.032849,31.858,0.0058432,0
0.29414,-0.32595,0.0092967,31.858,-0.049948,0
-0.29242,-0.20995,-0.010891,32.086,-0.13921,0
-0.69375,-0.47094,-0.059677,32.541,-0.22848,0
-0.94072,-0.18096,-0.10342,32.086,-0.29543,0
-0.72462,0.42801,-0.12697,32.769,-0.35122,0
-0.29242,1.008,-0.18248,32.541,-0.35122,0
-0.63201,1.675,-0.25482,32.769,-0.31774,0
-1.4347,2.1679,-0.26828,32.769,-0.34006,0
-1.5273,2.1389,-0.22791,31.631,-0.3289,0
-1.3112,1.617,-0.16566,32.086,-0.41817,0
-1.4655,1.269,-0.1236,32.769,-0.47396,0
-2.1447,1.356,-0.088276,32.541,-0.51859,0
-2.2991,1.53,-0.06136,32.996,-0.50743,0
-2.1756,1.646,-0.044537,32.314,-0.45164,0
-1.9904,1.298,-0.029396,33.451,-0.48512,0
-0.90985,0.97899,-0.034443,32.769,-0.42933,0
-0.13806,1.124,-0.051266,32.769,-0.42933,0
-0.045446,1.182,-0.042854,33.224,-0.41817,0
0.10891,1.559,-0.069771,32.769,-0.44048,0
-0.014574,1.9359,-0.11519,32.541,-0.47396,0
-0.69375,2.0809,-0.10846,33.224,-0.4628,0
-0.69375,1.9649,-0.046219,32.769,-0.42933,0
0.10891,1.356,0.036213,32.996,-0.42933,0
0.63373,0.86299,0.073224,32.314,-0.40701,0
0.51024,0.57301,0.066495,33.224,-0.34006,0
0.41763,0.10903,0.078271,32.769,-0.25079,0
0.41763,-0.064962,0.090047,32.541,-0.17269,0
0.57199,-0.35495,0.071542,32.769,-0.12805,0
0.6646,-1.1669,0.039578,32.314,-0.13921,0
0.54112,-1.7759,-0.00079706,32.086,-0.15037,0
0.51024,-2.0079,-0.047901,32.541,-0.16153,0
0.75722,-1.6889,-0.089959,32.769,-0.15037,0
0.94245,-1.2539,-0.10342,32.541,-0.15037,0
0.6646,-1.1379,-0.091641,32.314,-0.10574,0
0.2324,-1.0509,-0.049584,32.541,-0.10574,0
-0.38503,-0.96392,0.0042498,32.541,-0.1169,0
-0.9716,-0.90592,0.069859,32.541,-0.17269,0
-1.0642,-1.2539,0.078271,32.996,-0.20616,0
-0.9716,-1.5149,0.034531,32.769,-0.27311,0
-1.0951,-1.4279,0.016026,32.769,-0.31774,0
-1.2186,-1.0219,0.024437,31.858,-0.3289,0
-1.4038,-1.0799,0.0076144,32.541,-0.34006,0
-1.7125,-1.1089,-0.014255,32.314,-0.3289,0
-2.1756,-0.67393,-0.036125,32.541,-0.30659,0
-2.7622,-0.32595,-0.037808,31.858,-0.28427,0
-3.1017,-0.18096,-0.029396,31.176,-0.27311,0
-3.2252,-0.0069643,-0.0041616,31.858,-0.27311,0
-3.287,-0.12296,0.031167,32.086,-0.21732,0
-3.3487,-0.55794,0.056401,32.541,-0.16153,0
-2.9165,-0.64493,0.064812,32.086,-0.12805,0
-2.5152,-0.70293,0.066495,32.086,-0.10574,0
-2.2065,-0.67393,0.066495,32.996,-0.09458,0
-2.7622,-0.44194,0.078271,32.769,-0.09458,0
-2.9165,-0.26795,0.078271,32.086,-0.21732,0
-2.9783,-0.035963,0.069859,32.541,-0.27311,0
-3.2561,0.19603,0.04799,32.314,-0.30659,0
-3.2252,0.39902,0.024437,32.541,-0.29543,0
-2.083,0.631,-0.0041616,32.086,-0.27311,0
-0.69375,0.60201,-0.020985,32.541,-0.21732,0
0.26327,-0.0069643,-0.015938,32.314,-0.17269,0
0.2324,-0.49994,-0.0041616,32.996,-0.10574,0
-0.26155,-0.81892,0.029484,32.541,-0.083422,0
-0.63201,-1.0799,0.049672,32.996,-0.083422,0
-0.13806,-1.1089,0.064812,32.769,-0.12805,0
1.0659,-0.96392,0.066495,32.314,-0.12805,0
2.1156,-0.38395,0.039578,32.769,-0.10574,0
2.6095,0.19603,0.031167,32.541,-0.13921,0
2.7639,0.34102,0.027802,32.769,-0.10574,0
2.486,-0.18096,0.046307,32.541,-0.15037,0
2.0847,-0.55794,0.088365,32.541,-0.16153,0
2.3934,-0.81892,0.11696,32.086,-0.21732,0
3.0109,-1.0799,0.14052,31.858,-0.23964,0
3.0109,-0.76093,0.16575,32.086,-0.27311,0
3.1035,-0.64493,0.18594,32.314,-0.29543,0
3.6283,-1.1959,0.19098,32.541,-0.22848,0
4.2148,-1.5729,0.1708,31.858,-0.15037,0
4.6162,-1.4279,0.12874,32.086,-0.09458,0
4.5544,-1.1959,0.06313,32.086,-0.0053149,0
4.184,-0.73193,-0.0024794,31.631,0.039318,0
3.5665,0.22502,-0.069771,31.631,0.02816,0
2.4243,1.298,-0.11856,31.858,-0.016473,0
1.1894,2.1389,-0.12192,31.176,-0.061106,0
1.1894,2.5449,-0.14043,31.403,-0.072264,0
1.8686,2.9219,-0.18753,32.086,-0.049948,0
1.8995,3.3859,-0.2195,32.086,-0.049948,0
1.2512,2.8059,-0.19594,31.631,-0.038789,0
0.8807,1.9649,-0.1623,31.858,-0.083422,0
0.69547,1.646,-0.13202,32.769,-0.1169,0
0.69547,1.617,-0.095006,32.314,-0.17269,0
0.72635,1.095,-0.059677,31.858,-0.195,0
0.38676,0.31202,-0.046219,32.314,-0.20616,0
-0.13806,-0.23895,-0.019302,31.631,-0.195,0
-0.47765,-0.93492,0.00088524,32.314,-0.13921,0
-0.50852,-1.2829,0.012661,32.541,-0.038789,0
-0.41591,-1.0219,-0.0075262,31.858,-0.072264,0
-0.10719,-0.76093,-0.031078,32.314,-0.083422,0
-0.1998,-0.49994,-0.036125,32.541,-0.1169,0
-0.23068,-0.47094,-0.069771,32.541,-0.1169,0
-0.076317,-0.41294,-0.1236,32.086,-0.17269,0
0.26327,-0.26795,-0.15389,32.086,-0.13921,0
0.8807,-0.18096,-0.1337,32.541,-0.22848,0
1.3747,-0.35495,-0.11183,32.086,-0.21732,0
1.4364,-0.73193,-0.11519,32.541,-0.21732,0
1.6525,-0.70293,-0.096688,32.314,-0.16153,0
1.7451,-0.67393,-0.086594,32.086,-0.20616,0
1.8686,-1.0219,-0.096688,31.403,-0.1169,0
1.8995,-0.58694,-0.11688,32.086,0.017001,0
1.529,0.022034,-0.11183,31.403,0.12858,0
1.8377,0.022034,-0.0765,31.403,0.21785,0
1.8377,-0.15196,-0.03949,31.176,0.29596,0
1.3747,0.31202,-0.020985,31.631,0.29596,0
1.2203,1.153,0.016026,31.403,0.24016,0
1.4364,1.501,0.073224,31.403,0.19553,0
1.7142,1.588,0.13379,31.858,0.16206,0
1.3747,1.298,0.15229,31.403,0.18437,0
1.3747,0.66,0.1607,31.858,0.1509,0
1.529,0.51501,0.17248,31.631,0.095109,0
1.4055,0.805,0.20949,30.948,0.08395,0
1.4673,0.776,0.25155,30.948,0.08395,0
1.1894,0.37002,0.26669,30.948,0.050476,0
0.69547,0.31202,0.24482,31.858,0.039318,0
0.29414,0.22502,0.20108,31.403,0.017001,0
-0.26155,0.19603,0.18426,31.631,0.02816,0
-0.90985,0.19603,0.17753,30.493,0.017001,0
-1.3421,0.39902,0.15734,31.858,0.039318,0
-1.0333,0.631,0.12369,32.314,0.02816,0
-0.47765,0.689,0.091729,30.948,0.02816,0
-0.10719,0.51501,0.06313,31.631,-0.016473,0
-0.23068,0.28302,0.037896,31.403,0.0058432,0
-1.0025,0.080031,0.021073,31.858,-0.027631,0
-1.3729,0.051033,0.04126,31.858,-0.072264,0
-1.2186,-0.35495,0.10182,31.403,-0.12805,0
-0.69375,-0.73193,0.13715,31.858,-0.13921,0
-0.47765,-1.0219,0.13547,32.314,-0.13921,0
-0.84811,-1.5149,0.096776,31.631,-0.049948,0
-1.4038,-1.7179,0.027802,32.314,0.072792,0
-1.1568,-1.8049,-0.020985,31.858,0.18437,0
-0.69375,-1.2829,-0.027714,31.403,0.31827,0
0.047169,-0.64493,-0.046219,31.631,0.40754,0
0.57199,-0.12296,-0.10005,31.631,0.4968,0
0.60286,-0.18096,-0.1337,31.631,0.56375,0
1.3129,-0.49994,-0.13538,31.858,0.61954,0
1.8069,-0.44194,-0.15725,32.086,0.61954,0
1.8069,-0.26795,-0.18753,31.631,0.65302,0
1.9303,-0.20995,-0.20772,31.858,0.65302,0
1.8069,0.34102,-0.20435,31.631,0.65302,0
1.0351,1.24,-0.22286,31.631,0.60838,0
0.078041,1.7619,-0.26492,31.631,0.4968,0
-0.50852,1.733,-0.24305,32.086,0.44101,0
-0.81724,1.8199,-0.19258,32.086,0.35175,0
-0.50852,1.501,-0.16734,31.858,0.29596,0
-0.014574,0.60201,-0.13202,32.086,0.26248,0
0.47937,-0.20995,-0.071453,31.858,0.19553,0
1.1894,-0.61593,-0.049584,31.858,0.18437,0
1.2203,-0.67393,-0.066407,31.858,0.19553,0
0.10891,-0.32595,-0.073136,32.541,0.17322,0
-1.1877,-0.49994,-0.057995,32.086,0.18437,0
-1.5582,-0.96392,-0.036125,31.403,0.13974,0
-0.90985,-0.78993,0.010979,31.858,-0.0053149,0
-0.38503,-0.49994,0.071542,31.403,-0.09458,0
